longitude,latitude,rssi
-95.29033102,29.70713236,-82
-95.2901963,29.70714111,-83
-95.29011398,29.70713657,-75
-95.29005224,29.70713904,-70
-95.28999984,29.70713665,-77
-95.28975097,29.70714548,-81
-95.28941884,29.70715315,-83
-95.28922238,29.70716436,-81
-95.28907641,29.70716123,-83
-95.28852723,29.7071731,-89
-95.28848607,29.70717474,-87
-95.28837098,29.70717821,-85
-95.28810249,29.70719231,-87
-95.28755331,29.70721201,-84
-95.28696201,29.7072054,-88
-95.28690961,29.707203,-87
-95.28620513,29.70720876,-85
-95.28559707,29.70722077,-87
-95.28839818,29.71020042,-90
-95.28822782,29.71011762,-84
-95.2922698,29.70140159,-90
-95.29393102,29.70301534,-88
-95.29423915,29.70333235,-83
-95.29423267,29.70341325,-86
-95.29408214,29.70351561,-82
-95.29400174,29.70356699,-84
-95.29391104,29.70361095,-81
-95.29381938,29.70365829,-82
-95.2937184,29.70370266,-87
-95.2936155,29.70373029,-81
-95.29351356,29.70375454,-82
-95.29341066,29.70378217,-81
-95.29330777,29.70379413,-71
-95.29321421,29.70380123,-76
-95.29294572,29.70382317,-83
-95.29275861,29.70381386,-70
-95.29265476,29.70381353,-73
-95.2925612,29.70380495,-78
-95.29247793,29.7038038,-67
-95.29229081,29.70380232,-67
-95.29220849,29.70380562,-66
-95.29194935,29.70379919,-73
-95.29190819,29.70380084,-62
-95.29186703,29.70380249,-68
-95.29171268,29.70382434,-72
-95.29162941,29.70382319,-76
-95.2913394,29.7038415,-71
-95.29080529,29.70394575,-62
-95.29070335,29.70397783,-70
-95.29050041,29.70406995,-61
-95.29038913,29.70412257,-71
-95.29028814,29.70418261,-73
-95.2901881,29.7042471,-72
-95.28999832,29.70439134,-71
-95.28983006,29.70453921,-73
-95.28977118,29.70460989,-76
-95.28970011,29.70464073,-71
-95.28962617,29.70461904,-82
-95.28959149,29.70456329,-77
-95.28956805,29.70449591,-75
-95.2894846,29.70426516,-81
-95.28944058,29.7041986,-70
-95.28937598,29.70414854,-84
-95.28921783,29.7040899,-86
-95.2891458,29.70409278,-76
-95.28907472,29.70412363,-80
-95.28882701,29.70435867,-81
-95.28876717,29.70442489,-85
-95.28854099,29.70467923,-81
-95.2882483,29.70485894,-87
-95.28806308,29.70488986,-82
-95.28799201,29.70492071,-88
-95.28802648,29.70576504,-85
-95.28805468,29.70591737,-91
-95.28807354,29.70607456,-82
-95.28808764,29.70615464,-86
-95.28811584,29.70629129,-87
-95.28812899,29.70635125,-79
-95.28814023,29.70636312,-80
-95.28813928,29.70635867,-79
-95.28813928,29.70635867,-79
-95.28813928,29.70635867,-75
-95.2882254,29.7064202,-76
-95.28844435,29.70644057,-79
-95.28855849,29.70644049,-85
-95.28866234,29.70643298,-84
-95.28894208,29.70643076,-82
-95.28903564,29.7064315,-82
-95.2891292,29.70643225,-74
-95.28921247,29.7064334,-77
-95.28929574,29.70642672,-79
-95.28957738,29.7064334,-68
-95.28966999,29.70642969,-73
-95.28975231,29.70641072,-73
-95.28995906,29.70639126,-80
-95.29002175,29.70639324,-71
-95.29017705,29.70638367,-78
-95.29024908,29.70638078,-69
-95.29035294,29.70638111,-68
-95.29046612,29.70637658,-77
-95.29087962,29.70632981,-71
-95.29101339,29.70630878,-72
-95.29114716,29.70628775,-70
-95.29140441,29.70625394,-73
-95.29153913,29.70623736,-77
-95.29230439,29.70617764,-73
-95.29241948,29.706182,-78
-95.29267864,29.70618843,-80
-95.29280307,29.70619577,-86
-95.29430006,29.70623111,-87
-95.29440391,29.7062236,-89
-95.29477243,29.70620768,-88
-95.29504188,29.70620586,-87
-95.29462206,29.70541175,-89
-95.29457804,29.70537654,-91
-95.29456393,29.70530429,-90
-95.29455324,29.70490818,-85
-95.29454276,29.7047025,-84
-95.29453397,29.70434664,-86
-95.29502597,29.70424741,-87
